ring,tag1,tag2,model,var,avg1,avg2,diff,t,d,g,delta,p,fname1,fname2,combi
R5,P-DSH-F-Rlow-Leg90-JV35,P-DSH-F-Rlow,pmax,ksc,1.5439775373367974,1.5716072128530407,-0.0276,-23.421999999999997,-0.1391,-0.1391,-0.1366,0.0,EucFACER5_P-DSH-F-Rlow-Leg90-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg90-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg90-JV35,P-DSH-F-Rlow,pmax,sw,0.1695154962805138,0.17005256151292533,-0.0005,-1.565,-0.0093,-0.0093,-0.0093,0.1176,EucFACER5_P-DSH-F-Rlow-Leg90-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg90-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,An,8.518807967250488,8.377373300504006,0.1414,4.6888,0.0278,0.0278,0.0274,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,Ci,33.537011030514606,33.69238281354099,-0.1554,-1.6334,-0.0097,-0.0097,-0.0097,0.1024,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,E,1.5132283612316406,1.5125451268030858,0.0007,0.1113,0.0007,0.0007,0.0007,0.9114,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,Es,0.07126987719137767,0.07129181065640858,-0.0,-0.0198,-0.0001,-0.0001,-0.0001,0.9842,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,Jmax25,152.70632466737544,150.73642027000196,1.9699,41.3619,0.2456,0.2456,0.1737,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,Pleaf,-1.5450197733521192,-1.5174239694573406,-0.0276,-4.48,-0.0266,-0.0266,-0.0265,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,Ps,-0.5711137330303249,-0.5585129499688718,-0.0126,-1.9663,-0.0117,-0.0117,-0.0116,0.0493,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,Tleaf,18.91191896395626,18.909659555850293,0.0023,0.0434,0.0003,0.0003,0.0003,0.9654,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,Vmax25,84.82086895942358,85.86673846996544,-1.0459,-41.3619,-0.2456,-0.2456,-0.1737,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,WUE,8.411577195445155,8.291895178512867,0.1197,1.9975,0.0125,0.0125,0.0124,0.0458,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,gs,0.09652327725788387,0.09598543891992944,0.0005,1.1462,0.0068,0.0068,0.0067,0.2517,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,ksc,1.5425105557078478,1.5716072128530407,-0.0291,-24.9488,-0.1482,-0.1482,-0.1471,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV14,P-DSH-F-Rlow,pmax,sw,0.16974121147197174,0.17005256151292533,-0.0003,-0.908,-0.0054,-0.0054,-0.0054,0.3639,EucFACER5_P-DSH-F-Rlow-Leg180-JV14.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV14_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,An,8.511990353913461,8.377373300504006,0.1346,4.4662,0.0265,0.0265,0.0261,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,Ci,33.51574443904876,33.69238281354099,-0.1766,-1.8563,-0.011000000000000001,-0.011000000000000001,-0.011000000000000001,0.0634,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,E,1.5114802678593868,1.5125451268030858,-0.0011,-0.1735,-0.001,-0.001,-0.001,0.8623,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,Es,0.07129522112798115,0.07129181065640858,0.0,0.0031,0.0,0.0,0.0,0.9975,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,Jmax25,152.79784020035152,150.73642027000196,2.0614,44.8894,0.2666,0.2666,0.1885,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,Pleaf,-1.5467292518446898,-1.5174239694573406,-0.0293,-4.7501,-0.0282,-0.0282,-0.027999999999999997,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,Ps,-0.5738908660002758,-0.5585129499688718,-0.0154,-2.3959,-0.0142,-0.0142,-0.0141,0.0166,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,Tleaf,18.911934450592234,18.909659555850293,0.0023,0.0437,0.0003,0.0003,0.0003,0.9652,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,Vmax25,84.77228116716499,85.86673846996544,-1.0945,-44.8894,-0.2666,-0.2666,-0.1885,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,WUE,8.43834841608232,8.291895178512867,0.1465,2.4303,0.0152,0.0152,0.015,0.0151,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,gs,0.09634539095933284,0.09598543891992944,0.0004,0.7682,0.0046,0.0046,0.0045,0.4424,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,ksc,1.5419723616443528,1.5716072128530407,-0.0296,-25.3444,-0.1505,-0.1505,-0.1491,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV21,P-DSH-F-Rlow,pmax,sw,0.1696569875287134,0.17005256151292533,-0.0004,-1.1532,-0.0068,-0.0068,-0.0068,0.2488,EucFACER5_P-DSH-F-Rlow-Leg180-JV21.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV21_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,An,8.512319528439027,8.377373300504006,0.1349,4.4821,0.0266,0.0266,0.0262,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,Ci,33.5123813746563,33.69238281354099,-0.18,-1.8911,-0.0112,-0.0112,-0.0112,0.0586,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,E,1.5120310431820891,1.5125451268030858,-0.0005,-0.0838,-0.0005,-0.0005,-0.0005,0.9332,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,Es,0.07121677852981666,0.07129181065640858,-0.0001,-0.0676,-0.0004,-0.0004,-0.0004,0.9461,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,Jmax25,153.07944786101342,150.73642027000196,2.343,55.7601,0.3311,0.3311,0.2341,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,Pleaf,-1.5471714049852032,-1.5174239694573406,-0.0297,-4.8196,-0.0286,-0.0286,-0.0284,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,Ps,-0.5741246509574089,-0.5585129499688718,-0.0156,-2.4313,-0.0144,-0.0144,-0.0143,0.015,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,Tleaf,18.9119302822002,18.909659555850293,0.0023,0.0436,0.0003,0.0003,0.0003,0.9652,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,Vmax25,84.62276890321475,85.86673846996544,-1.244,-55.7601,-0.3311,-0.3311,-0.2341,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,WUE,8.43766313016572,8.291895178512867,0.1458,2.4221,0.0152,0.0152,0.015,0.0154,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,gs,0.09645657240561167,0.09598543891992944,0.0005,1.0046,0.006,0.006,0.0059,0.3151,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,ksc,1.5418420114611475,1.5716072128530407,-0.0298,-25.4258,-0.151,-0.151,-0.1494,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV28,P-DSH-F-Rlow,pmax,sw,0.16962986301601615,0.17005256151292533,-0.0004,-1.232,-0.0073,-0.0073,-0.0073,0.218,EucFACER5_P-DSH-F-Rlow-Leg180-JV28.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV28_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,An,8.503530975522501,8.377373300504006,0.1262,4.1952,0.0249,0.0249,0.0246,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,Ci,33.52185351086955,33.69238281354099,-0.1705,-1.7911,-0.0106,-0.0106,-0.0106,0.0733,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,E,1.5113153439296183,1.5125451268030858,-0.0012,-0.2006,-0.0012,-0.0012,-0.0012,0.841,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,Es,0.07134179389856972,0.07129181065640858,0.0,0.045,0.0003,0.0003,0.0003,0.9641,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,Jmax25,153.03461324603902,150.73642027000196,2.2982,54.9381,0.3262,0.3262,0.2307,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,Pleaf,-1.5468660422596532,-1.5174239694573406,-0.0294,-4.7702,-0.0283,-0.0283,-0.0281,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,Ps,-0.5737861531156154,-0.5585129499688718,-0.0153,-2.3789,-0.0141,-0.0141,-0.013999999999999999,0.0174,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,Tleaf,18.91193800744168,18.909659555850293,0.0023,0.0437,0.0003,0.0003,0.0003,0.9651,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,Vmax25,84.64657267608905,85.86673846996544,-1.2202,-54.9381,-0.3262,-0.3262,-0.2307,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,WUE,8.417196399228313,8.291895178512867,0.1253,2.0948,0.0131,0.0131,0.013000000000000001,0.0362,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,gs,0.09648008817371166,0.09598543891992944,0.0005,1.048,0.0062,0.0062,0.0061,0.2946,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,ksc,1.5419319641512743,1.5716072128530407,-0.0297,-25.3597,-0.1506,-0.1506,-0.1491,0.0,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R5,P-DSH-F-Rlow-Leg180-JV35,P-DSH-F-Rlow,pmax,sw,0.1696708765371336,0.17005256151292533,-0.0004,-1.1126,-0.0066,-0.0066,-0.0066,0.2659,EucFACER5_P-DSH-F-Rlow-Leg180-JV35.csv,EucFACER5_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV35_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,An,6.878384717112051,7.1345706082150055,-0.2562,-10.3331,-0.0614,-0.0614,-0.0614,0.0,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,Ci,22.944240893907466,22.61522020764141,0.329,4.8665,0.0289,0.0289,0.0289,0.0,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,E,1.2191844047087084,1.2266542492941883,-0.0075,-1.6885,-0.01,-0.01,-0.01,0.0913,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,Es,0.04241793983319777,0.04202849187674442,0.0004,0.5456,0.0032,0.0032,0.0032,0.5853,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,Jmax25,147.97253691629876,153.44813516918018,-5.4756,-89.7883,-0.5332,-0.5332,-0.377,0.0,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,Pleaf,-1.599191845434634,-1.6157856512451343,0.0166,3.2856,0.0195,0.0195,0.0196,0.001,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,Ps,-0.32150017257790314,-0.3252310904151208,0.0037,0.9026,0.0054,0.0054,0.0054,0.3667,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,Tleaf,18.820614781758753,18.822445999981166,-0.0018,-0.0348,-0.0002,-0.0002,-0.0002,0.9722,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,Vmax25,99.00519754573126,96.58651951988341,2.4187,89.7883,0.5332,0.5332,0.377,0.0,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,WUE,6.9048565931345065,7.128036982556857,-0.2232,-6.2792,-0.0394,-0.0394,-0.0398,0.0,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,gs,0.08763770944885375,0.08847649665148452,-0.0008,-1.7201,-0.0102,-0.0102,-0.0103,0.0854,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,ksc,1.0684542750371684,1.0683096446062854,0.0001,0.3897,0.0023,0.0023,0.0023,0.6967,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV7,P-DSH-F-Rlow,pmax,sw,0.23877599358640456,0.2384200776121633,0.0004,1.154,0.0069,0.0069,0.0069,0.2485,EucFACER6_P-DSH-F-Rlow-JV7.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV7_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,An,6.876688980335946,7.1345706082150055,-0.2579,-10.4135,-0.0618,-0.0618,-0.062,0.0,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,Ci,22.938892510432574,22.61522020764141,0.3237,4.7852,0.0284,0.0284,0.0284,0.0,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,E,1.2188713264871869,1.2266542492941883,-0.0078,-1.7601,-0.0105,-0.0105,-0.0104,0.0784,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,Es,0.04249773478219583,0.04202849187674442,0.0005,0.6575,0.0039,0.0039,0.0039,0.5109,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,Jmax25,148.14322465874864,153.44813516918018,-5.3049,-89.9886,-0.5344,-0.5344,-0.3779,0.0,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,Pleaf,-1.6002008575077176,-1.6157856512451343,0.0156,3.0821,0.0183,0.0183,0.0184,0.0021,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,Ps,-0.322628789716785,-0.3252310904151208,0.0026,0.6285,0.0037,0.0037,0.0037,0.5297,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,Tleaf,18.820620753288864,18.822445999981166,-0.0018,-0.0347,-0.0002,-0.0002,-0.0002,0.9723,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
R6,P-DSH-F-Rlow-JV14,P-DSH-F-Rlow,pmax,Vmax25,98.92980145695768,96.58651951988341,2.3433,89.9886,0.5344,0.5344,0.3779,0.0,EucFACER6_P-DSH-F-Rlow-JV14.csv,EucFACER6_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-JV14_P-DSH-F-Rlow
