ring,tag1,tag2,model,var,avg1,avg2,diff,t,d,g,delta,p,fname1,fname2,combi
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,Es,0.132937220778993,0.1327699444087266,0.0002,0.1084,0.0006,0.0006,0.0006,0.9137,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,Jmax25,135.3859067701492,152.12098515103045,-16.7351,-247.9517,-1.4724,-1.4724,-1.0411,0.0,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,Pleaf,-1.4933624443707594,-1.4967604112411237,0.0034,0.7767,0.0046,0.0046,0.0046,0.4373,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,Ps,-0.06201868588812395,-0.06097690467098756,-0.001,-1.6287,-0.0097,-0.0097,-0.0094,0.1034,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,Tleaf,18.55246171055883,18.5527477700398,-0.0003,-0.0053,-0.0,-0.0,-0.0,0.9958,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,Vmax25,100.0740966967563,92.68188775990255,7.3922,247.9517,1.4724,1.4724,1.0411,0.0,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,WUE,6.3425374322350905,6.619685183947038,-0.2771,-10.2362,-0.0648,-0.0648,-0.0641,0.0,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,gs,0.08138678251031377,0.08226006135956608,-0.0009,-2.0545,-0.0122,-0.0122,-0.0123,0.0399,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,ksc,1.0149934663201523,1.0224942712716696,-0.0075,-767.1681,-4.5556,-4.5556,-3.2316,0.0,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg14-JV35,P-DSH-F-Rlow,pmax,sw,0.21215141761048226,0.21203621902899672,0.0001,0.4698,0.0028,0.0028,0.0028,0.6385,EucFACER2_P-DSH-F-Rlow-Leg14-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg14-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,An,5.534198760452559,5.803014867959501,-0.2688,-12.2223,-0.0726,-0.0726,-0.0725,0.0,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,Ci,19.48602621937489,19.18171844920331,0.3043,4.6524,0.0276,0.0276,0.0277,0.0,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,E,1.0034214811491622,1.0090983364666766,-0.0057,-1.4604,-0.0087,-0.0087,-0.0086,0.1442,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,Es,0.13308369573128767,0.1327699444087266,0.0003,0.2032,0.0012,0.0012,0.0012,0.8390000000000001,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,Jmax25,135.22432982192427,152.12098515103045,-16.8967,-242.4836,-1.4399,-1.4399,-1.0182,0.0,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,Pleaf,-1.494302044539232,-1.4967604112411237,0.0025,0.5616,0.0033,0.0033,0.0033,0.5744,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,Ps,-0.0616234096571221,-0.06097690467098756,-0.0006,-1.0136,-0.006,-0.006,-0.0059,0.3108,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,Tleaf,18.55246084209857,18.5527477700398,-0.0003,-0.0053,-0.0,-0.0,-0.0,0.9958,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,Vmax25,100.14546837089974,92.68188775990255,7.4636,242.4836,1.4399,1.4399,1.0182,0.0,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,WUE,6.3357608615763885,6.619685183947038,-0.2839,-10.595,-0.0671,-0.0671,-0.067,0.0,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,gs,0.08127251837780021,0.08226006135956608,-0.001,-2.3222,-0.0138,-0.0138,-0.0139,0.0202,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,ksc,1.0120918623195467,1.0224942712716696,-0.0104,-1622.0471,-9.6321,-9.6321,-6.8617,0.0,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg180-JV7,P-DSH-F-Rlow,pmax,sw,0.21226002834193214,0.21203621902899672,0.0002,0.9139,0.0054,0.0054,0.0054,0.3608,EucFACER2_P-DSH-F-Rlow-Leg180-JV7.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg180-JV7_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,An,5.534674090880578,5.803014867959501,-0.2683,-12.2119,-0.0725,-0.0725,-0.0725,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,Ci,19.494476815484038,19.18171844920331,0.3128,4.7791,0.0284,0.0284,0.0284,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,E,1.0044992623816476,1.0090983364666766,-0.0046,-1.1831,-0.006999999999999999,-0.006999999999999999,-0.006999999999999999,0.2368,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,Es,0.1330093348206028,0.1327699444087266,0.0002,0.1551,0.0009,0.0009,0.0009,0.8767,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,Jmax25,135.35758246034175,152.12098515103045,-16.7634,-245.3722,-1.4571,-1.4571,-1.0303,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,Pleaf,-1.4933784537456891,-1.4967604112411237,0.0034,0.7729,0.0046,0.0046,0.0046,0.4396,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,Ps,-0.062078471535895824,-0.06097690467098756,-0.0011,-1.7169,-0.0102,-0.0102,-0.0099,0.086,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,Tleaf,18.55245589039305,18.5527477700398,-0.0003,-0.0054,-0.0,-0.0,-0.0,0.9957,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,Vmax25,100.08660809417677,92.68188775990255,7.4047,245.3722,1.4571,1.4571,1.0303,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,WUE,6.338897699291258,6.619685183947038,-0.2808,-10.419,-0.066,-0.066,-0.0656,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,gs,0.08136476023273913,0.08226006135956608,-0.0009,-2.1045,-0.0125,-0.0125,-0.0126,0.0353,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,ksc,1.0143516976129323,1.0224942712716696,-0.0081,-857.5599,-5.0924,-5.0924,-3.613,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV14,P-DSH-F-Rlow,pmax,sw,0.21216976658271056,0.21203621902899672,0.0001,0.5448,0.0032,0.0032,0.0032,0.5859,EucFACER2_P-DSH-F-Rlow-Leg30-JV14.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV14_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,An,5.531587304535121,5.803014867959501,-0.2714,-12.3673,-0.0734,-0.0734,-0.0735,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Ci,19.4987986133438,19.18171844920331,0.3171,4.8428,0.0288,0.0288,0.0288,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,E,1.0045983599063848,1.0090983364666766,-0.0045,-1.1581,-0.0069,-0.0069,-0.0068,0.2468,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Es,0.13297830842268113,0.1327699444087266,0.0002,0.135,0.0008,0.0008,0.0008,0.8926,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Jmax25,135.35049916051094,152.12098515103045,-16.7705,-246.2851,-1.4625,-1.4625,-1.0341,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Pleaf,-1.4936608383462495,-1.4967604112411237,0.0031,0.7085,0.0042,0.0042,0.0042,0.4786,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Ps,-0.06206047788724878,-0.06097690467098756,-0.0011,-1.6903,-0.01,-0.01,-0.0098,0.091,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Tleaf,18.5524549947097,18.5527477700398,-0.0003,-0.0054,-0.0,-0.0,-0.0,0.9957,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,Vmax25,100.08973692518278,92.68188775990255,7.4078,246.2851,1.4625,1.4625,1.0341,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,WUE,6.338343538930463,6.619685183947038,-0.2813,-10.4039,-0.0659,-0.0659,-0.0653,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,gs,0.08140571784363321,0.08226006135956608,-0.0009,-2.0081,-0.0119,-0.0119,-0.012,0.0446,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,ksc,1.014435074366204,1.0224942712716696,-0.0081,-878.0358,-5.214,-5.214,-3.7002,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV21,P-DSH-F-Rlow,pmax,sw,0.21216829525978909,0.21203621902899672,0.0001,0.5387,0.0032,0.0032,0.0032,0.5901,EucFACER2_P-DSH-F-Rlow-Leg30-JV21.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV21_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,An,5.534814117939908,5.803014867959501,-0.2682,-12.2292,-0.0726,-0.0726,-0.0727,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Ci,19.49309938500018,19.18171844920331,0.3114,4.7549,0.0282,0.0282,0.0283,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,E,1.0046236704824405,1.0090983364666766,-0.0045,-1.1519,-0.0068,-0.0068,-0.0068,0.2494,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Es,0.1329782701628574,0.1327699444087266,0.0002,0.135,0.0008,0.0008,0.0008,0.8926,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Jmax25,135.6018167779187,152.12098515103045,-16.5192,-246.3168,-1.4627,-1.4627,-1.0343,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Pleaf,-1.493689324620397,-1.4967604112411237,0.0031,0.7020000000000001,0.0042,0.0042,0.0042,0.4827,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Ps,-0.06200237049293007,-0.06097690467098756,-0.001,-1.6023,-0.0095,-0.0095,-0.0093,0.1091,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Tleaf,18.55245625771781,18.5527477700398,-0.0003,-0.0054,-0.0,-0.0,-0.0,0.9957,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,Vmax25,99.97872505566616,92.68188775990255,7.2968,246.3168,1.4627,1.4627,1.0343,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,WUE,6.3441145398104855,6.619685183947038,-0.2756,-10.1491,-0.0643,-0.0643,-0.0634,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,gs,0.08145509095519657,0.08226006135956608,-0.0008,-1.892,-0.0112,-0.0112,-0.0113,0.0585,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,ksc,1.0144420222240391,1.0224942712716696,-0.0081,-861.2059,-5.1141,-5.114,-3.6288,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV28,P-DSH-F-Rlow,pmax,sw,0.21215549094715616,0.21203621902899672,0.0001,0.4865,0.0029,0.0029,0.0029,0.6266,EucFACER2_P-DSH-F-Rlow-Leg30-JV28.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV28_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,An,5.524847393771833,5.803014867959501,-0.2782,-12.7127,-0.0755,-0.0755,-0.0758,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Ci,19.50227438814983,19.18171844920331,0.3206,4.8923,0.0291,0.0291,0.0291,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,E,1.0043846978023,1.0090983364666766,-0.0047,-1.2145,-0.0072,-0.0072,-0.0072,0.2246,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Es,0.1329522173262212,0.1327699444087266,0.0002,0.1181,0.0007,0.0007,0.0007,0.906,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Jmax25,135.38124864531002,152.12098515103045,-16.7397,-248.2311,-1.4741,-1.474,-1.0423,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Pleaf,-1.4943550809856785,-1.4967604112411237,0.0024,0.5497,0.0033,0.0033,0.0033,0.5825,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Ps,-0.06203277979092243,-0.06097690467098756,-0.0011,-1.6512,-0.0098,-0.0098,-0.0096,0.0987,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Tleaf,18.552460096204435,18.5527477700398,-0.0003,-0.0053,-0.0,-0.0,-0.0,0.9958,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,Vmax25,100.0761542808953,92.68188775990255,7.3943,248.2311,1.4741,1.474,1.0423,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,WUE,6.341434368195434,6.619685183947038,-0.2783,-10.2563,-0.065,-0.065,-0.0641,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,gs,0.08144710607278602,0.08226006135956608,-0.0008,-1.912,-0.0114,-0.0114,-0.0114,0.0559,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,ksc,1.0143759888105879,1.0224942712716696,-0.0081,-860.1842,-5.1080000000000005,-5.1080000000000005,-3.6242,0.0,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
R2,P-DSH-F-Rlow-Leg30-JV35,P-DSH-F-Rlow,pmax,sw,0.21214271892107006,0.21203621902899672,0.0001,0.4343,0.0026,0.0026,0.0026,0.6641,EucFACER2_P-DSH-F-Rlow-Leg30-JV35.csv,EucFACER2_P-DSH-F-Rlow.csv,P-DSH-F-Rlow-Leg30-JV35_P-DSH-F-Rlow
